O*NET-SOC Code,Title,Alias
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Category: Education
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",Education
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",F.C.S.T.P.
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",FCSTP
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary","Family and Consumer Sciences Teachers, Postsecondaries"
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",Family and Consumer Sciences Teachers Postsecondary
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary","Family & Consumer Sciences Teachers, Postsecondary"
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary","Family / Consumer Sciences Teachers, Postsecondary"
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",Category: Education
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",Education
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",R.F.S.T.P.
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",RFSTP
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary","Recreation and Fitness Studies Teachers, Postsecondaries"
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",Recreation and Fitness Studies Teachers Postsecondary
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary","Recreation & Fitness Studies Teachers, Postsecondary"
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary","Recreation / Fitness Studies Teachers, Postsecondary"
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",Category: Education
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",Education
25-1194.00,"Career/Technical Education Teachers, Postsecondary",C.T.E.T.P.
25-1194.00,"Career/Technical Education Teachers, Postsecondary",CTETP
25-1194.00,"Career/Technical Education Teachers, Postsecondary","Career/Technical Education Teachers, Postsecondaries"
25-1194.00,"Career/Technical Education Teachers, Postsecondary",Career/Technical Education Teachers Postsecondary
25-1194.00,"Career/Technical Education Teachers, Postsecondary",Category: Education
25-1194.00,"Career/Technical Education Teachers, Postsecondary",Education
25-1199.00,"Postsecondary Teachers, All Other",P.T.A.O.
25-1199.00,"Postsecondary Teachers, All Other",PTAO
25-1199.00,"Postsecondary Teachers, All Other","Postsecondary Teachers, All Others"
25-1199.00,"Postsecondary Teachers, All Other",Postsecondary Teachers All Other
25-1199.00,"Postsecondary Teachers, All Other",Category: Education
25-1199.00,"Postsecondary Teachers, All Other",Education
25-2011.00,"Preschool Teachers, Except Special Education",P.T.E.S.E.
25-2011.00,"Preschool Teachers, Except Special Education",PTESE
25-2011.00,"Preschool Teachers, Except Special Education","Preschool Teachers, Except Special Educations"
25-2011.00,"Preschool Teachers, Except Special Education",Preschool Teachers Except Special Education
25-2011.00,"Preschool Teachers, Except Special Education",Category: Education
25-2011.00,"Preschool Teachers, Except Special Education",Education
25-2012.00,"Kindergarten Teachers, Except Special Education",K.T.E.S.E.
25-2012.00,"Kindergarten Teachers, Except Special Education",KTESE
25-2012.00,"Kindergarten Teachers, Except Special Education","Kindergarten Teachers, Except Special Educations"
25-2012.00,"Kindergarten Teachers, Except Special Education",Kindergarten Teachers Except Special Education
25-2012.00,"Kindergarten Teachers, Except Special Education",Category: Education
25-2012.00,"Kindergarten Teachers, Except Special Education",Education
25-2021.00,"Elementary School Teachers, Except Special Education","Elementary School Teachers, Except Special Educations"
25-2021.00,"Elementary School Teachers, Except Special Education",Elementary School Teachers Except Special Education
25-2021.00,"Elementary School Teachers, Except Special Education",Category: Education
25-2021.00,"Elementary School Teachers, Except Special Education",Education
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education","Middle School Teachers, Except Special and Career/Technical Educations"
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Middle School Teachers Except Special and Career/Technical Education
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education","Middle School Teachers, Except Special & Career/Technical Education"
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education","Middle School Teachers, Except Special / Career/Technical Education"
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Category: Education
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Education
25-2023.00,"Career/Technical Education Teachers, Middle School","Career/Technical Education Teachers, Middle Schools"
25-2023.00,"Career/Technical Education Teachers, Middle School",Career/Technical Education Teachers Middle School
25-2023.00,"Career/Technical Education Teachers, Middle School",Category: Education
25-2023.00,"Career/Technical Education Teachers, Middle School",Education
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education","Secondary School Teachers, Except Special and Career/Technical Educations"
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Secondary School Teachers Except Special and Career/Technical Education
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education","Secondary School Teachers, Except Special & Career/Technical Education"
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education","Secondary School Teachers, Except Special / Career/Technical Education"
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Category: Education
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Education
25-2032.00,"Career/Technical Education Teachers, Secondary School","Career/Technical Education Teachers, Secondary Schools"
25-2032.00,"Career/Technical Education Teachers, Secondary School",Career/Technical Education Teachers Secondary School
25-2032.00,"Career/Technical Education Teachers, Secondary School",Category: Education
25-2032.00,"Career/Technical Education Teachers, Secondary School",Education
25-2051.00,"Special Education Teachers, Preschool",S.E.T.P.
25-2051.00,"Special Education Teachers, Preschool",SETP
25-2051.00,"Special Education Teachers, Preschool","Special Education Teachers, Preschools"
25-2051.00,"Special Education Teachers, Preschool",Special Education Teachers Preschool
25-2051.00,"Special Education Teachers, Preschool",Category: Education
25-2051.00,"Special Education Teachers, Preschool",Education
25-2055.00,"Special Education Teachers, Kindergarten",S.E.T.K.
25-2055.00,"Special Education Teachers, Kindergarten",SETK
25-2055.00,"Special Education Teachers, Kindergarten","Special Education Teachers, Kindergartens"
25-2055.00,"Special Education Teachers, Kindergarten",Special Education Teachers Kindergarten
25-2055.00,"Special Education Teachers, Kindergarten",Category: Education
25-2055.00,"Special Education Teachers, Kindergarten",Education
25-2056.00,"Special Education Teachers, Elementary School",S.E.T.E.S.
25-2056.00,"Special Education Teachers, Elementary School",SETES
25-2056.00,"Special Education Teachers, Elementary School","Special Education Teachers, Elementary Schools"
25-2056.00,"Special Education Teachers, Elementary School",Special Education Teachers Elementary School
25-2056.00,"Special Education Teachers, Elementary School",Category: Education
25-2056.00,"Special Education Teachers, Elementary School",Education
25-2057.00,"Special Education Teachers, Middle School",S.E.T.M.S.
25-2057.00,"Special Education Teachers, Middle School",SETMS
25-2057.00,"Special Education Teachers, Middle School","Special Education Teachers, Middle Schools"
25-2057.00,"Special Education Teachers, Middle School",Special Education Teachers Middle School
25-2057.00,"Special Education Teachers, Middle School",Category: Education
25-2057.00,"Special Education Teachers, Middle School",Education
25-2058.00,"Special Education Teachers, Secondary School",S.E.T.S.S.
25-2058.00,"Special Education Teachers, Secondary School",SETSS
25-2058.00,"Special Education Teachers, Secondary School","Special Education Teachers, Secondary Schools"
25-2058.00,"Special Education Teachers, Secondary School",Special Education Teachers Secondary School
25-2058.00,"Special Education Teachers, Secondary School",Category: Education
25-2058.00,"Special Education Teachers, Secondary School",Education
25-2059.00,"Special Education Teachers, All Other",S.E.T.A.O.
25-2059.00,"Special Education Teachers, All Other",SETAO
25-2059.00,"Special Education Teachers, All Other","Special Education Teachers, All Others"
25-2059.00,"Special Education Teachers, All Other",Special Education Teachers All Other
25-2059.00,"Special Education Teachers, All Other",Category: Education
25-2059.00,"Special Education Teachers, All Other",Education
25-2059.01,Adapted Physical Education Specialists,A.P.E.S.
25-2059.01,Adapted Physical Education Specialists,APES
25-2059.01,Adapted Physical Education Specialists,Adapted Physical Education Specialist
25-2059.01,Adapted Physical Education Specialists,Adapted Physical Education Specs
25-2059.01,Adapted Physical Education Specialists,Adapted Physical Education
25-2059.01,Adapted Physical Education Specialists,Category: Education
25-2059.01,Adapted Physical Education Specialists,Education
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors","Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructor"
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Adult Basic Education Adult Secondary Education and English as a Second Language Instructors
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors","Adult Basic Education, Adult Secondary Education, & English as a Second Language Instructors"
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors","Adult Basic Education, Adult Secondary Education, / English as a Second Language Instructors"
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Category: Education
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Education
25-3021.00,Self-Enrichment Teachers,S.E.T.
25-3021.00,Self-Enrichment Teachers,SET
25-3021.00,Self-Enrichment Teachers,Self-Enrichment Teacher
25-3021.00,Self-Enrichment Teachers,Category: Education
25-3021.00,Self-Enrichment Teachers,Education
25-3031.00,"Substitute Teachers, Short-Term",S.T.S.T.
25-3031.00,"Substitute Teachers, Short-Term",STST
25-3031.00,"Substitute Teachers, Short-Term","Substitute Teachers, Short-Terms"
25-3031.00,"Substitute Teachers, Short-Term",Substitute Teachers Short-Term
25-3031.00,"Substitute Teachers, Short-Term",Category: Education
25-3031.00,"Substitute Teachers, Short-Term",Education
25-3041.00,Tutors,Category: Other
25-3041.00,Tutors,Other
25-3041.00,Tutors,Tutor
25-3099.00,"Teachers and Instructors, All Other",T.I.A.O.
25-3099.00,"Teachers and Instructors, All Other",TIAO
25-3099.00,"Teachers and Instructors, All Other","Teachers and Instructors, All Others"
25-3099.00,"Teachers and Instructors, All Other",Teachers and Instructors All Other
25-3099.00,"Teachers and Instructors, All Other","Teachers & Instructors, All Other"
25-3099.00,"Teachers and Instructors, All Other","Teachers / Instructors, All Other"
25-3099.00,"Teachers and Instructors, All Other",Category: Education
25-3099.00,"Teachers and Instructors, All Other",Education
25-4011.00,Archivists,Category: Science & Research
25-4011.00,Archivists,Science and Research
25-4011.00,Archivists,Science & Research
25-4011.00,Archivists,Science&Research
25-4011.00,Archivists,Archivist
25-4012.00,Curators,Category: Science & Research
25-4012.00,Curators,Science and Research
25-4012.00,Curators,Science & Research
25-4012.00,Curators,Science&Research
25-4012.00,Curators,Curator
25-4013.00,Museum Technicians and Conservators,M.T.C.
25-4013.00,Museum Technicians and Conservators,MTC
25-4013.00,Museum Technicians and Conservators,Museum Technicians and Conservator
25-4013.00,Museum Technicians and Conservators,Museum Technicians & Conservators
25-4013.00,Museum Technicians and Conservators,Museum Technicians / Conservators
25-4013.00,Museum Technicians and Conservators,Museum Techs and Conservators
25-4013.00,Museum Technicians and Conservators,Category: Science & Research
25-4013.00,Museum Technicians and Conservators,Science and Research
25-4013.00,Museum Technicians and Conservators,Science & Research
25-4013.00,Museum Technicians and Conservators,Science&Research
25-4022.00,Librarians and Media Collections Specialists,L.M.C.S.
25-4022.00,Librarians and Media Collections Specialists,LMCS
25-4022.00,Librarians and Media Collections Specialists,Librarians and Media Collections Specialist
25-4022.00,Librarians and Media Collections Specialists,Librarians & Media Collections Specialists
25-4022.00,Librarians and Media Collections Specialists,Librarians / Media Collections Specialists
25-4022.00,Librarians and Media Collections Specialists,Librarians and Media Collections Specs
25-4022.00,Librarians and Media Collections Specialists,Category: Information Technology
25-4022.00,Librarians and Media Collections Specialists,Librarians and Media Collections
25-4022.00,Librarians and Media Collections Specialists,Information Technology
25-4022.00,Librarians and Media Collections Specialists,InformationTechnology
25-4031.00,Library Technicians,L.T.
25-4031.00,Library Technicians,LT
25-4031.00,Library Technicians,Category: Information Technology
25-4031.00,Library Technicians,Information Technology
25-4031.00,Library Technicians,InformationTechnology
