O*NET-SOC Code,Title,Conflict Situations,Contact With Others,Coordinate or Lead Others in Accomplishing Work Activities,Deal With External Customers or the Public in General,"Dealing With Unpleasant, Angry, or Discourteous People",Dealing with Violent or Physically Aggressive People,Face-to-Face Discussions with Individuals and Within Teams,Public Speaking,Work With or Contribute to a Work Group or Team,"Communicating with Supervisors, Peers, or Subordinates Combined",Instructing Combined,Performing for or Working Directly with the Public Combined,Negotiation Combined,Coaching and Developing Others Combined,Training and Teaching Others Combined,Resolving Conflicts and Negotiating with Others Combined,Social Perceptiveness Combined,Developing and Building Teams Combined,Communicating with People Outside the Organization Combined,Service Orientation Combined,Persuasion Combined
21-1023.00,Mental Health and Substance Abuse Social Workers,3.52,4.79,3.69,3.93,4.05,2.99,4.97,2.68,4.49,3.4582,2.205357142857143,1.9315,2.275,2.725257142857143,2.6958,2.9626857142857146,3.377142857142857,1.993,3.059285714285714,2.6950857142857143,2.571428571428571
21-1091.00,Health Education Specialists,3.51,4.73,3.79,3.91,3.06,1.88,4.88,3.6,4.26,3.947714285714286,2.105,3.695,1.8914285714285717,2.2288,3.693028571428572,2.844028571428572,2.596342857142857,3.2702285714285715,3.8219142857142874,2.044642857142857,1.9842857142857144
21-1092.00,Probation Officers and Correctional Treatment Specialists,4.47,4.96,3.47,4.65,4.31,3.91,4.71,2.55,4.27,3.648800000000001,1.8571428571428568,2.626842857142857,1.9449142857142856,2.342742857142857,2.2222857142857144,2.996,2.877142857142857,2.1125714285714285,2.8774,2.0,2.1357142857142857
21-1093.00,Social and Human Service Assistants,3.79,4.88,4.31,4.5,3.57,2.21,4.97,3.24,4.61,3.372228571428572,1.837942857142857,2.9735714285714288,1.8571428571428568,2.4811428571428573,2.3891428571428577,2.5517,2.765714285714286,2.005428571428572,2.608214285714286,2.645714285714285,2.1492
21-1094.00,Community Health Workers,3.03,4.58,3.67,3.88,3.07,2.1,4.76,3.42,4.2,3.7074285714285713,2.2928571428571427,3.492628571428572,1.8571428571428568,2.495,2.912171428571429,2.4347142857142856,2.894285714285714,2.564285714285714,4.2508,2.596342857142857,2.3392857142857144
21-2011.00,Clergy,3.41,4.59,4.21,3.76,2.87,1.51,4.73,3.78,4.23,3.048142857142857,2.7142857142857144,2.643828571428571,2.524285714285714,2.488457142857144,2.5084,2.8987571428571437,3.2285714285714286,3.0217142857142854,2.0220714285714285,2.821428571428571,2.645714285714285
21-2021.00,"Directors, Religious Activities and Education",2.51,4.09,3.87,3.26,2.1,1.01,4.21,3.32,4.02,3.550342857142857,2.337142857142857,2.939714285714286,1.8571428571428568,2.565142857142857,2.7337857142857143,2.8932857142857147,2.928571428571429,2.9908,2.9313714285714285,2.5428571428571427,2.1357142857142857
23-1011.00,Lawyers,3.44,4.75,3.77,3.86,3.35,1.71,4.44,2.73,3.58,3.5283857142857142,1.9449142857142856,2.1353714285714287,2.877142857142857,2.146514285714286,1.97,4.036300000000001,2.571428571428571,2.1345714285714283,3.471657142857143,2.06,3.142857142857143
23-1012.00,Judicial Law Clerks,2.41,4.09,3.0,3.38,2.93,1.59,4.63,1.81,3.83,3.2081,1.6364285714285711,1.2884,1.7200000000000002,1.041157142857143,1.0512,1.3101142857142858,1.8914285714285717,1.0351,1.2251285714285711,1.6665142857142858,1.8125
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",3.75,4.36,3.45,4.78,3.81,2.0,4.2,2.64,3.54,2.692,1.7200000000000002,2.675942857142857,2.125,1.336,1.3268285714285717,3.1966,2.645714285714285,1.1210714285714285,2.8610285714285717,1.822857142857143,2.0342857142857143
23-1022.00,"Arbitrators, Mediators, and Conciliators",3.85,3.65,2.25,2.26,2.8,1.75,3.67,2.05,2.15,1.6749999999999998,1.8057142857142856,1.4483142857142857,3.523657142857143,1.5657142857142858,1.7307142857142856,4.329228571428572,2.4732142857142856,1.2907142857142857,1.822857142857143,1.8571428571428568,2.6696428571428568
23-1023.00,"Judges, Magistrate Judges, and Magistrates",4.68,4.68,4.41,4.68,4.31,3.37,4.89,4.24,4.75,2.821028571428571,1.8914285714285717,3.9848,2.2471428571428573,1.4357142857142855,1.5271428571428571,2.7244,2.7142857142857144,1.6753571428571428,2.5066,1.822857142857143,2.0342857142857143
23-2011.00,Paralegals and Legal Assistants,2.14,4.53,3.28,3.22,1.97,1.19,4.69,1.77,4.25,3.0455714285714284,1.4017857142857142,1.9019285714285716,1.655,1.4106999999999998,1.2355,1.8532857142857144,1.8571428571428568,1.5208,2.9706,1.8571428571428568,1.7200000000000002
23-2093.00,"Title Examiners, Abstractors, and Searchers",2.59,3.65,3.89,4.18,2.6,1.21,4.73,1.43,4.29,2.8675428571428574,1.32,1.4096571428571427,1.36,1.443142857142857,1.6168,1.7794285714285714,1.7385714285714284,1.4525714285714286,2.0019,1.7734857142857143,1.51
25-1011.00,"Business Teachers, Postsecondary",2.63,4.11,3.75,2.78,2.67,1.41,4.14,4.25,3.52,3.0690285714285714,3.0592,2.5518571428571426,1.6875,2.7862,4.138514285714285,1.5814,2.086428571428572,1.7032142857142856,2.539685714285714,1.75,1.7734857142857143
25-1021.00,"Computer Science Teachers, Postsecondary",2.41,4.46,3.98,3.41,2.5,1.1,4.63,3.86,4.34,3.286257142857143,3.117142857142857,1.7102142857142857,1.822857142857143,2.810442857142857,4.0910714285714285,1.765,2.4035714285714285,2.321485714285714,2.6848,1.9842857142857144,1.8571428571428568
25-1022.00,"Mathematical Science Teachers, Postsecondary",2.39,4.31,3.05,3.24,2.64,1.16,4.59,4.54,3.71,3.063542857142857,2.821428571428571,2.1018428571428576,1.5614285714285714,2.7101714285714285,3.676857142857143,1.6994285714285715,1.9285714285714288,1.6262857142857143,1.8093285714285716,1.8571428571428568,1.6364285714285711
25-1031.00,"Architecture Teachers, Postsecondary",2.6,4.29,4.13,2.93,2.27,1.44,4.55,4.42,3.99,3.1468857142857143,3.1750857142857143,2.137714285714286,1.8571428571428568,3.002357142857143,3.894685714285715,2.7353,2.354914285714286,2.6066285714285717,3.391085714285715,1.9842857142857144,1.8571428571428568
25-1032.00,"Engineering Teachers, Postsecondary",3.03,4.25,3.6,2.47,2.17,1.11,4.8,4.16,3.67,3.144257142857142,3.0592,1.2418428571428572,1.8057142857142856,3.0064,4.062799999999999,1.9256857142857144,2.0,2.1252714285714287,2.731242857142857,1.7200000000000002,1.7734857142857143
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",2.31,4.16,3.59,2.98,2.39,1.11,4.89,4.53,4.35,3.718142857142857,3.2935714285714286,2.2804,1.5614285714285714,3.4317285714285712,3.997,2.305,2.023657142857143,2.6254,3.5133142857142863,1.8057142857142856,1.7200000000000002
25-1042.00,"Biological Science Teachers, Postsecondary",2.88,4.41,4.2,3.54,2.57,1.1,4.87,4.76,4.24,3.538014285714286,2.9522285714285714,1.9099,1.7734857142857143,3.2928571428571427,4.171428571428572,1.8010285714285714,2.086428571428572,2.1725714285714286,2.186114285714286,1.9449142857142856,1.7734857142857143
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",2.82,4.49,4.34,4.02,2.29,1.42,4.79,4.29,4.57,3.5488,3.265714285714286,2.111242857142857,1.822857142857143,3.2301999999999995,3.873485714285714,2.0095714285714283,2.205357142857143,2.246214285714286,2.9672857142857145,1.8571428571428568,1.822857142857143
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",2.83,4.29,3.44,3.22,2.68,1.36,4.64,4.21,3.86,2.859142857142857,2.821428571428571,2.3384,1.8057142857142856,2.742142857142857,3.752842857142857,1.9171428571428573,2.096342857142857,1.678942857142857,1.9836285714285715,1.9285714285714288,1.8057142857142856
25-1052.00,"Chemistry Teachers, Postsecondary",2.88,4.3,3.54,2.57,2.63,1.67,4.74,4.45,4.06,2.972928571428572,2.9008000000000003,1.561,1.4691999999999998,3.0683,4.0146428571428565,1.7894714285714284,2.086428571428572,1.975857142857143,2.1509714285714283,1.8571428571428568,1.8571428571428568
25-1053.00,"Environmental Science Teachers, Postsecondary",2.65,4.26,4.06,3.01,2.4,1.15,4.64,4.22,4.12,3.302028571428571,2.877142857142857,1.7776,1.7200000000000002,2.865142857142857,3.7710428571428567,1.867514285714286,2.0342857142857143,2.1106285714285717,2.3576428571428574,1.8914285714285717,1.8057142857142856
25-1054.00,"Physics Teachers, Postsecondary",2.59,4.41,3.42,3.72,2.41,1.16,4.55,4.25,3.36,3.1801,3.0335714285714284,1.914057142857143,1.5357142857142858,2.928928571428571,4.137599999999999,1.7450571428571429,1.9449142857142856,1.892128571428572,2.3747,1.8571428571428568,1.8571428571428568
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",2.71,4.09,3.76,3.27,2.57,1.38,4.55,3.86,4.05,3.747485714285714,3.375,2.230142857142857,1.7734857142857143,3.1214285714285714,4.042857142857143,2.1953428571428573,2.3392857142857144,2.205,3.3206857142857142,1.8914285714285717,1.8571428571428568
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",2.79,4.47,4.28,3.16,2.7,1.47,4.69,4.48,4.19,3.5109714285714286,2.729371428571429,1.8555428571428567,1.5508,3.0812000000000004,3.948928571428571,2.0850285714285715,2.19,1.9388571428571428,2.7846571428571423,1.9085714285714288,1.9449142857142856
25-1063.00,"Economics Teachers, Postsecondary",2.41,4.24,2.7,3.41,2.36,1.11,4.45,4.22,3.32,1.9597714285714285,2.821428571428571,1.6222142857142856,1.4179428571428572,2.6074571428571427,3.819057142857143,1.2442857142857142,2.0,1.4066,2.2198,1.6875,1.5785714285714287
25-1064.00,"Geography Teachers, Postsecondary",2.7,4.35,3.85,2.94,2.72,1.28,4.79,4.36,3.91,3.4012,3.117142857142857,2.1883142857142857,1.8057142857142856,2.6291714285714285,3.661428571428572,1.8452285714285712,1.9842857142857144,1.8317142857142856,2.970657142857143,1.8057142857142856,1.8914285714285717
25-1065.00,"Political Science Teachers, Postsecondary",2.74,4.13,3.36,3.54,2.94,1.1,4.49,4.19,3.63,2.8938571428571427,2.821428571428571,1.7920571428571428,1.7734857142857143,2.5626285714285717,3.7394285714285713,2.057142857142857,2.06,1.8514,2.2685714285714287,1.8914285714285717,1.9449142857142856
25-1066.00,"Psychology Teachers, Postsecondary",2.45,4.37,3.44,3.26,2.47,1.03,4.96,4.02,3.87,3.584714285714285,2.894285714285714,2.7,1.5357142857142858,3.533485714285714,4.600142857142858,2.5526142857142853,2.7678571428571432,1.937142857142857,2.836071428571429,1.8571428571428568,1.6665142857142858
25-1067.00,"Sociology Teachers, Postsecondary",2.76,4.24,3.7,2.79,2.64,1.1,4.62,4.19,3.52,3.5147857142857144,2.98,1.2885142857142855,1.6364285714285711,1.8569142857142855,3.8318857142857135,1.7428142857142856,2.4522285714285714,1.4662857142857142,2.616085714285714,1.8571428571428568,1.7200000000000002
25-1071.00,"Health Specialties Teachers, Postsecondary",3.1,4.76,3.96,3.66,2.95,1.58,4.92,4.12,4.45,2.833214285714285,2.9522285714285714,2.7043714285714286,1.8571428571428568,2.906257142857143,3.807314285714285,1.8976,2.1635714285714283,2.6084285714285715,2.8083571428571426,1.8571428571428568,1.8914285714285717
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",3.44,4.65,4.46,4.51,3.44,2.08,4.59,3.95,4.69,3.4142857142857146,3.321428571428572,2.280357142857143,1.8571428571428568,3.3175000000000003,4.360257142857143,2.9308714285714283,2.571428571428571,2.8858571428571427,2.9122857142857144,2.044642857142857,1.9449142857142856
25-1081.00,"Education Teachers, Postsecondary",2.72,4.53,4.17,4.02,2.41,1.43,4.71,4.05,4.48,3.364285714285714,2.894285714285714,1.677342857142857,1.7734857142857143,3.3497142857142856,4.130914285714287,1.9541285714285717,2.1635714285714283,2.140857142857143,2.6869571428571426,1.822857142857143,1.7734857142857143
25-1082.00,"Library Science Teachers, Postsecondary",2.82,4.34,4.07,3.22,2.72,1.38,4.21,3.25,4.3,3.1827428571428573,2.912857142857143,1.7971428571428572,1.6063428571428573,3.189314285714286,4.465142857142857,1.5381142857142858,2.1635714285714283,1.9844,2.9879999999999995,1.822857142857143,1.6875
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",2.87,4.46,3.98,4.19,2.71,1.52,4.49,4.15,3.46,2.525642857142857,2.765714285714286,2.180771428571429,1.6875,2.8282857142857143,3.479,1.7132285714285715,2.1357142857142857,1.4412142857142858,2.4942571428571427,1.8571428571428568,1.8057142857142856
25-1112.00,"Law Teachers, Postsecondary",2.67,4.51,3.36,3.02,2.25,1.13,4.45,4.2,3.17,2.8649714285714287,2.9522285714285714,1.7266857142857144,1.837942857142857,3.773942857142857,4.535528571428571,1.5261142857142858,1.9449142857142856,1.6119999999999997,2.3172571428571427,1.75,2.071428571428571
25-1113.00,"Social Work Teachers, Postsecondary",2.8,4.19,4.12,3.88,2.73,1.42,4.65,3.84,4.31,3.7566,3.6142857142857134,1.8775,1.8057142857142856,2.9578857142857142,3.835542857142858,2.801428571428572,2.524285714285714,2.1482714285714284,3.347857142857143,2.1635714285714283,1.8057142857142856
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",2.65,4.72,4.14,3.17,2.35,1.34,4.43,4.32,4.16,4.271857142857144,3.2935714285714286,2.525,1.5892857142857142,3.89,4.047499999999999,2.454871428571429,2.4035714285714285,2.1319142857142857,3.036685714285714,1.7734857142857143,1.75
25-1122.00,"Communications Teachers, Postsecondary",2.84,4.53,3.5,2.87,2.32,1.3,4.59,4.28,3.62,3.3684571428571437,3.0592,2.615571428571428,1.8571428571428568,3.368428571428572,3.2561714285714287,2.2524,2.1635714285714283,1.9847285714285716,2.4046857142857143,1.8571428571428568,1.8571428571428568
25-1123.00,"English Language and Literature Teachers, Postsecondary",2.25,4.42,3.92,3.29,2.58,1.12,4.2,4.33,3.63,3.695,3.265085714285714,1.9280428571428567,1.8571428571428568,3.398328571428572,4.069257142857143,2.475357142857143,2.1357142857142857,2.1533714285714285,2.2298285714285715,1.9449142857142856,1.8571428571428568
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",2.8,4.0,3.41,1.88,2.39,1.15,4.11,4.26,3.65,2.427957142857143,2.765714285714286,1.9,1.6875,2.5902857142857143,3.879771428571429,1.273,2.1635714285714283,1.4157714285714285,1.8308285714285717,1.8057142857142856,1.6875
25-1125.00,"History Teachers, Postsecondary",2.29,4.08,3.67,2.64,2.35,1.1,4.45,4.24,3.03,2.9092,2.821428571428571,1.729,1.822857142857143,2.359642857142857,4.042714285714286,1.7498,2.2471428571428573,1.4194,2.5009428571428574,1.9449142857142856,1.8571428571428568
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",2.34,4.3,3.03,2.46,2.3,1.04,4.27,4.03,3.42,2.8737714285714286,2.9522285714285714,2.167828571428571,1.4928571428571429,2.8189285714285712,4.287314285714286,2.3814571428571427,2.1492,1.8184,2.161,1.8571428571428568,1.837942857142857
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",2.67,4.75,4.07,3.63,2.28,1.3,4.26,3.05,4.14,3.0732,2.821428571428571,1.8087142857142855,1.4928571428571429,3.1164,3.878514285714286,2.184914285714286,1.9842857142857144,1.882,2.5140571428571428,1.8057142857142856,1.7200000000000002
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",3.11,4.76,4.25,3.61,2.64,1.34,4.78,4.14,4.41,3.284071428571429,2.894285714285714,2.7058285714285715,1.8571428571428568,3.477128571428571,3.677628571428572,2.1648,2.1750857142857143,2.2189,2.685185714285714,1.8571428571428568,1.9449142857142856
25-1194.00,"Career/Technical Education Teachers, Postsecondary",2.68,4.65,4.07,3.78,2.46,1.41,4.38,4.51,3.86,2.8810285714285717,2.7142857142857144,2.466557142857143,1.8571428571428568,3.320985714285715,3.828657142857143,2.038857142857143,2.044642857142857,2.1334857142857144,2.6409,1.8571428571428568,1.8571428571428568
25-2011.00,"Preschool Teachers, Except Special Education",3.43,4.8,3.82,3.25,3.17,1.98,4.29,2.53,4.37,2.1592,2.392857142857143,1.666285714285714,1.7734857142857143,1.8455142857142857,2.127657142857143,2.2206,2.422142857142857,2.0812857142857144,1.702,2.1228571428571428,1.8571428571428568
25-2012.00,"Kindergarten Teachers, Except Special Education",3.3,4.64,4.1,4.34,2.87,1.81,4.58,3.82,4.57,2.512,2.4485714285714284,2.128214285714286,1.9449142857142856,2.626857142857143,2.8013714285714286,2.3055714285714286,2.782857142857143,2.298357142857143,2.1098285714285714,2.1677714285714287,2.0028571428571427
25-2021.00,"Elementary School Teachers, Except Special Education",4.05,4.89,4.67,4.53,4.04,2.38,4.87,4.59,4.97,2.805885714285714,2.8571428571428568,2.2428714285714286,1.8571428571428568,3.180657142857142,3.381314285714286,2.538742857142857,2.7142857142857144,2.4148,2.376857142857143,2.44,1.9085714285714288
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",3.15,4.77,4.04,2.83,3.4,2.06,4.8,4.13,4.62,3.157628571428571,2.8571428571428568,2.131142857142857,1.8571428571428568,3.4793571428571437,3.658114285714285,3.0502857142857143,2.645714285714285,2.4508,2.341814285714286,2.044642857142857,1.9085714285714288
25-2023.00,"Career/Technical Education Teachers, Middle School",3.71,4.64,4.22,3.83,3.89,2.42,4.55,3.59,4.24,2.7655000000000003,2.7142857142857144,1.990642857142857,1.6875,2.821657142857143,3.1288142857142858,2.5597142857142856,2.596342857142857,2.1265857142857145,2.4779714285714283,2.0028571428571427,1.8057142857142856
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",3.43,4.78,4.09,3.34,3.41,1.94,4.73,4.52,4.24,3.107885714285714,2.782857142857143,2.202571428571429,1.822857142857143,3.419928571428572,3.612357142857143,2.620342857142857,2.645714285714285,2.3099142857142856,2.081371428571428,1.9657142857142855,1.8571428571428568
25-2032.00,"Career/Technical Education Teachers, Secondary School",3.51,4.53,4.01,3.06,3.8,2.41,4.4,4.45,3.8,3.260342857142857,3.125,2.654714285714286,1.9085714285714288,3.433028571428572,3.7302,2.871257142857143,2.607142857142857,2.9592,2.616457142857143,2.327857142857143,2.06
25-2051.00,"Special Education Teachers, Preschool",2.89,4.98,3.42,2.91,2.72,1.68,5.0,1.67,4.66,3.2043000000000004,2.216428571428572,1.9454,1.7734857142857143,2.474685714285714,2.8958857142857144,1.9188571428571428,2.645714285714285,2.1766428571428573,2.052914285714285,2.31,1.8914285714285717
25-2056.00,"Special Education Teachers, Elementary School",3.11,4.78,3.99,3.02,3.15,2.13,4.75,2.65,4.4,3.018057142857143,2.6807142857142856,2.014,1.625,2.5281,2.7228571428571438,1.8274285714285716,2.894285714285714,2.3508571428571425,2.733228571428572,2.216428571428572,1.9085714285714288
25-2057.00,"Special Education Teachers, Middle School",4.59,4.14,4.21,2.95,3.96,2.55,4.62,3.19,4.65,2.348157142857143,2.7142857142857144,1.9466714285714288,1.8571428571428568,2.435528571428572,2.4337142857142857,2.3759571428571427,2.7142857142857144,2.186514285714286,2.2084,2.337142857142857,1.9449142857142856
25-2058.00,"Special Education Teachers, Secondary School",4.31,4.99,4.61,3.37,3.8,2.21,4.94,3.85,4.89,3.688428571428572,2.782857142857143,2.3048,1.8571428571428568,2.6554857142857147,3.0589857142857144,2.2985,2.645714285714285,2.3817142857142857,2.187828571428572,2.596342857142857,1.8571428571428568
25-2059.01,Adapted Physical Education Specialists,3.29,4.38,3.76,3.33,3.24,3.1,4.81,3.33,4.43,2.952,2.613485714285714,2.088742857142857,1.837942857142857,2.76,2.549542857142857,2.0045,2.765714285714286,2.240942857142857,1.874714285714286,2.5428571428571427,2.096342857142857
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",2.6,4.27,4.33,3.22,2.29,1.6,4.41,3.59,3.75,2.5732,2.8571428571428568,2.418614285714286,1.8914285714285717,2.7748142857142857,2.627542857142857,1.7417142857142858,2.3392857142857144,1.517885714285714,1.2886714285714285,2.0608,1.8057142857142856
25-3021.00,Self-Enrichment Teachers,2.14,4.75,3.81,3.24,2.17,1.01,4.66,2.64,3.82,2.4144,2.105,1.9512,1.32,3.6767714285714286,3.731114285714286,1.995,1.9842857142857144,1.5731428571428574,1.972,1.8571428571428568,1.6665142857142858
25-3031.00,"Substitute Teachers, Short-Term",2.94,4.63,4.32,2.17,2.82,1.81,4.06,3.77,4.16,2.249242857142857,2.0608,1.3924571428571428,1.6063428571428573,1.611157142857143,1.654185714285714,2.0726714285714287,2.2928571428571427,1.3168,1.169857142857143,1.8571428571428568,1.7734857142857143
25-3041.00,Tutors,2.82,4.59,3.81,3.76,2.76,1.36,4.76,2.27,3.57,2.9154,2.729371428571429,2.2860571428571426,1.822857142857143,3.351485714285715,3.4327,1.6747,2.225714285714286,1.520342857142857,1.5535714285714286,2.0608,1.8914285714285717
25-4011.00,Archivists,2.06,4.1,3.21,4.16,2.25,1.19,4.66,2.61,4.0,3.3922142857142856,1.7734857142857143,2.8245000000000005,1.5357142857142858,2.4939285714285715,2.5811714285714285,2.1142857142857143,1.7200000000000002,2.1711714285714288,3.3692857142857138,1.9449142857142856,1.6364285714285711
