O*NET-SOC Code,Title,Degree of Automation,"Exposed to Cramped Work Space, Awkward Positions",Importance of Repeating Same Tasks,Pace Determined by Speed of Equipment,Spend Time Making Repetitive Motions,Time Pressure,Operations Monitoring Combined,Evaluating Information to Determine Compliance with Standards Combined,"Monitoring Processes, Materials, or Surroundings Combined",Controlling Machines and Processes Combined,Monitoring Combined,Monitoring and Controlling Resources Combined
51-3011.00,Bakers,2.5,1.5,3.08,3.27,3.66,4.32,1.7036571428571428,1.4108,2.1372142857142853,1.6571571428571428,1.9257142857142855,1.2347714285714284
51-3021.00,Butchers and Meat Cutters,2.44,1.34,3.0,3.58,4.26,4.12,1.4542857142857144,1.9128571428571428,2.176628571428572,2.4906,1.822857142857143,1.7661571428571428
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",2.89,2.15,3.52,4.22,4.76,4.59,1.51,2.2670000000000003,2.345,2.378228571428571,1.7485714285714289,1.5461857142857145
51-3023.00,Slaughterers and Meat Packers,1.9,1.72,3.07,4.2,4.28,2.97,1.3571428571428572,1.536714285714286,2.5252285714285714,1.8114285714285716,1.335714285714286,1.392
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",3.22,2.13,3.58,3.83,3.41,4.03,2.354914285714286,2.0582000000000003,2.7898,2.980714285714286,2.071428571428572,1.5866285714285713
51-3092.00,Food Batchmakers,2.77,1.44,4.09,4.29,3.86,4.19,1.9642857142857144,2.387885714285714,2.950971428571429,3.218114285714285,1.8057142857142856,1.263285714285714
51-3093.00,Food Cooking Machine Operators and Tenders,2.89,1.85,3.03,3.49,3.61,4.14,2.1142857142857143,2.468857142857143,2.846342857142857,2.996142857142857,1.872228571428572,1.5910571428571427
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",2.73,2.33,3.46,4.76,3.37,4.41,2.2928571428571427,2.2714428571428567,2.735857142857143,3.713628571428572,1.9842857142857144,1.178057142857143
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",2.96,2.9,3.56,4.06,3.54,4.47,1.9642857142857144,1.9165,2.5079857142857143,3.047,1.9449142857142856,1.1656
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",2.68,2.31,3.7,4.12,3.75,4.36,2.7142857142857144,2.4356,2.9652,3.93,2.071428571428572,1.7475142857142858
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",2.42,2.34,4.13,4.71,4.46,4.14,2.25,1.806142857142857,2.5227142857142857,2.572685714285714,1.8571428571428568,1.1249714285714283
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2.67,1.97,3.41,3.87,3.4,4.32,2.4035714285714285,2.231028571428572,2.452,4.198214285714285,1.9449142857142856,1.0577142857142856
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2.9,1.84,3.69,4.07,3.76,4.31,2.551428571428572,2.0509,2.738657142857143,3.817428571428571,1.9085714285714288,1.8490285714285712
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2.62,2.42,2.88,3.12,3.45,3.26,2.071428571428572,3.145342857142857,3.418928571428572,3.407757142857143,1.8571428571428568,1.9632
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",2.24,2.76,3.28,3.89,3.7,4.1,2.596342857142857,2.426057142857143,3.0416000000000003,4.2164,1.9449142857142856,1.2584857142857142
51-4041.00,Machinists,3.05,1.7,3.89,4.33,4.02,4.22,1.9842857142857144,1.956642857142857,2.6827428571428573,4.305185714285715,1.9449142857142856,1.553114285714286
51-4051.00,Metal-Refining Furnace Operators and Tenders,2.91,2.66,3.83,4.41,4.01,3.39,2.596342857142857,2.153028571428571,3.112428571428571,2.333028571428572,2.1677714285714287,1.396342857142857
51-4052.00,"Pourers and Casters, Metal",2.48,1.65,2.1,3.32,3.62,3.48,1.9449142857142856,1.8033142857142856,2.348814285714285,3.0565714285714285,1.8571428571428568,1.526342857142857
51-4061.00,"Model Makers, Metal and Plastic",2.33,1.37,3.73,3.46,3.29,4.24,2.2071428571428573,1.924,2.6383714285714284,3.4746714285714293,1.9085714285714288,1.191857142857143
51-4062.00,"Patternmakers, Metal and Plastic",2.12,2.71,3.04,3.48,3.37,4.51,2.0608,1.926742857142857,2.2444,3.7394285714285713,1.8914285714285717,1.4457142857142855
51-4071.00,Foundry Mold and Coremakers,2.24,2.06,2.96,3.72,4.03,4.2,1.68,1.7882285714285713,2.666028571428571,2.3752,1.7485714285714289,1.261857142857143
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",2.42,2.35,3.47,3.93,3.46,3.96,2.3192,1.9184,2.4257,3.5908,1.9085714285714288,1.1098
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",3.02,1.75,2.93,3.95,2.89,4.46,2.7142857142857144,3.0979,3.100371428571428,3.888571428571429,1.9085714285714288,1.4010285714285713
51-4111.00,Tool and Die Makers,1.8,2.31,2.87,3.24,2.9,4.29,1.9642857142857144,2.2285000000000004,2.54,3.0625,1.9085714285714288,1.4169142857142856
51-4121.00,"Welders, Cutters, Solderers, and Brazers",1.76,2.64,3.16,2.64,3.46,4.51,1.625,1.6084,2.165714285714285,1.8305714285714283,1.7857142857142856,1.1603428571428571
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",2.41,2.84,3.26,3.35,4.22,4.28,2.0608,2.2103,2.7077714285714287,3.319114285714285,1.8571428571428568,1.5891142857142857
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",1.91,2.85,4.14,4.01,3.9,4.6,2.4732142857142856,1.9339,2.200228571428571,3.541714285714286,2.023657142857143,1.0868
51-4192.00,"Layout Workers, Metal and Plastic",2.01,2.92,2.87,2.6,3.68,4.64,1.7857142857142856,2.4184,2.248,3.187342857142857,1.8571428571428568,1.6300571428571429
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",2.23,2.0,3.49,3.43,3.47,4.94,2.0028571428571427,1.9233714285714285,2.7904714285714287,2.967314285714285,1.9085714285714288,1.198
51-4194.00,"Tool Grinders, Filers, and Sharpeners",2.16,2.19,2.79,4.12,4.07,4.05,2.4893714285714283,1.7489285714285714,2.4364,3.924285714285714,1.7857142857142856,1.3778285714285714
51-5111.00,Prepress Technicians and Workers,3.08,1.33,3.72,2.43,3.64,4.92,1.8571428571428568,1.7233428571428568,2.6089285714285717,2.053514285714286,1.9085714285714288,1.5075000000000005
51-5112.00,Printing Press Operators,2.61,2.6,3.61,4.04,3.82,4.8,2.354914285714286,2.241142857142857,3.0034,3.652,2.044642857142857,2.4112
51-5113.00,Print Binding and Finishing Workers,2.7,2.47,3.6,3.57,4.19,3.87,2.0608,2.0098000000000003,2.991471428571429,3.2748,1.9085714285714288,1.2981142857142856
51-6011.00,Laundry and Dry-Cleaning Workers,3.27,1.32,3.07,4.12,4.13,3.91,1.6714285714285717,1.5269714285714286,1.8246,2.2576,1.6428571428571428,1.5798857142857146
51-6021.00,"Pressers, Textile, Garment, and Related Materials",2.55,1.69,2.84,4.19,3.68,3.94,1.4542857142857144,1.6462285714285714,1.8522571428571428,2.640571428571429,1.4179428571428572,1.351
51-6031.00,Sewing Machine Operators,1.88,1.56,2.61,3.03,4.44,3.76,1.5300000000000002,1.577342857142857,1.7773857142857143,2.1968,1.7571428571428571,1.266142857142857
51-6041.00,Shoe and Leather Workers and Repairers,2.01,1.83,2.39,2.82,4.29,4.03,1.5693714285714286,2.1111,2.312,2.7782285714285715,1.7485714285714289,1.6878000000000002
51-6042.00,Shoe Machine Operators and Tenders,1.47,2.13,3.75,3.71,4.85,3.89,1.8571428571428568,1.513,1.953142857142857,2.377771428571428,1.822857142857143,1.5068
51-6051.00,"Sewers, Hand",2.12,1.53,3.13,3.82,4.3,3.21,1.335714285714286,1.5244,2.0506,2.55,1.5508,1.0610285714285714
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",2.13,1.03,3.17,3.71,3.58,4.53,1.4542857142857144,1.565,1.4098428571428572,2.7846571428571423,1.655,1.3309714285714285
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,2.7,2.31,3.51,4.29,3.31,3.82,2.4732142857142856,2.2038857142857142,2.8042,2.923914285714286,1.7857142857142856,1.1675142857142855
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",2.56,2.12,3.27,4.1,3.39,3.88,2.4732142857142856,1.799,2.2662142857142857,2.806,1.9842857142857144,1.471742857142857
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",1.87,1.67,3.48,4.2,3.5,4.06,2.0608,2.0240714285714287,2.5539000000000005,3.0160000000000005,1.9085714285714288,1.1500285714285714
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",2.58,1.84,3.36,4.17,4.11,3.27,2.4522285714285714,1.848957142857143,2.136742857142857,2.232357142857143,1.8571428571428568,1.2314142857142856
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",3.11,2.3,3.31,3.61,3.01,3.88,2.662857142857143,2.268214285714286,3.2359857142857145,3.2742571428571425,2.1142857142857143,1.2740571428571428
51-6092.00,Fabric and Apparel Patternmakers,2.21,1.48,3.24,1.66,3.64,4.07,1.822857142857143,2.044,3.0449714285714284,1.5156142857142858,1.9842857142857144,1.2422857142857144
51-6093.00,Upholsterers,1.2,2.34,2.21,2.3,4.14,3.86,1.7734857142857143,1.9952,2.274442857142857,2.1990000000000003,1.8571428571428568,1.7896
51-7011.00,Cabinetmakers and Bench Carpenters,2.13,2.24,2.67,2.31,3.48,4.11,2.1142857142857143,2.2425571428571427,2.357671428571429,3.307257142857143,1.9449142857142856,1.4474285714285715
51-7021.00,Furniture Finishers,1.36,1.23,2.08,2.07,3.63,3.82,1.8571428571428568,2.2702857142857145,2.786928571428572,1.8728571428571428,1.872228571428572,1.5617714285714286
51-7031.00,"Model Makers, Wood",1.87,2.17,3.3,2.78,2.61,4.16,1.9085714285714288,1.6664571428571429,2.2962857142857143,3.595514285714286,1.9085714285714288,1.018
51-7032.00,"Patternmakers, Wood",2.19,1.99,3.71,3.1,2.92,4.14,1.9085714285714288,1.6695714285714285,2.5522,3.7085857142857135,1.9085714285714288,1.736
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",2.52,2.53,2.85,4.21,3.85,4.18,1.9449142857142856,1.4345714285714286,2.032742857142857,3.168114285714286,1.822857142857143,1.2404285714285714
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",2.13,2.99,3.68,3.17,4.34,3.96,2.31,1.6498428571428572,2.0974,3.0614285714285714,1.872228571428572,1.1645714285714286
51-8011.00,Nuclear Power Reactor Operators,3.04,1.94,4.09,2.14,2.44,4.28,2.662857142857143,3.717571428571429,3.810971428571428,3.5703142857142853,2.645714285714285,1.2617285714285713
51-8012.00,Power Distributors and Dispatchers,2.78,2.1,4.35,2.16,3.3,3.94,2.086428571428572,3.5056000000000003,3.6,1.7537857142857145,2.31,2.225357142857143
51-8013.00,Power Plant Operators,2.96,2.96,3.56,2.85,2.96,3.6,2.7142857142857144,2.2996857142857143,3.0131,3.3966857142857143,2.0028571428571427,2.158514285714286
51-8013.03,Biomass Plant Technicians,3.29,2.95,4.33,3.59,2.84,3.46,2.662857142857143,2.6540714285714286,3.1594857142857142,3.411571428571428,2.105,1.6496285714285714
51-8013.04,Hydroelectric Plant Technicians,2.16,3.26,2.92,2.49,2.54,3.23,2.596342857142857,2.353342857142857,3.112771428571428,3.9459,2.4035714285714285,1.415457142857143
51-8021.00,Stationary Engineers and Boiler Operators,2.73,3.38,3.94,3.11,2.71,3.74,2.662857142857143,2.581085714285714,3.188471428571429,3.4168,1.9449142857142856,1.897
51-8031.00,Water and Wastewater Treatment Plant and System Operators,3.04,3.39,3.71,2.79,2.5,4.0,2.6950857142857143,3.3280857142857143,3.3563428571428573,2.8516285714285714,2.354914285714286,2.556657142857143
51-8091.00,Chemical Plant and System Operators,3.64,3.34,4.04,4.41,2.99,4.11,3.005714285714286,2.5677714285714286,3.327785714285714,2.968685714285715,2.4035714285714285,1.3514285714285714
51-8092.00,Gas Plant Operators,3.24,2.64,3.86,3.13,2.77,3.6,2.9522285714285714,2.7841000000000005,3.4572857142857143,2.7747428571428574,2.31,2.071314285714286
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",3.31,2.75,3.79,3.48,2.94,3.75,2.98,2.134857142857143,3.0250000000000004,2.886571428571428,2.31,1.1388285714285715
51-8099.01,Biofuels Processing Technicians,3.57,3.12,3.89,4.3,2.82,3.93,2.5428571428571427,2.249071428571429,3.4187428571428566,3.176028571428571,2.105,1.4830285714285716
51-9011.00,Chemical Equipment Operators and Tenders,2.88,3.47,3.86,4.15,3.06,4.02,2.596342857142857,2.490571428571428,3.3065714285714285,3.2582857142857145,2.225714285714286,1.6214285714285717
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",3.5,3.03,2.99,3.33,2.89,2.95,2.4732142857142856,2.2670000000000003,2.822514285714285,2.624071428571429,1.9449142857142856,1.608
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",2.67,2.68,3.28,4.03,3.18,3.72,2.645714285714285,1.8293714285714289,2.684414285714286,2.7355,1.9085714285714288,1.4674857142857145
51-9022.00,"Grinding and Polishing Workers, Hand",2.18,1.36,3.57,3.04,3.86,4.05,2.044642857142857,3.0662714285714285,3.7510857142857135,4.742842857142858,1.6875,2.458
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",2.53,1.97,4.24,4.09,3.78,4.68,2.216428571428572,2.053514285714286,2.839142857142857,3.6621857142857137,1.9449142857142856,1.2302285714285714
51-9031.00,"Cutters and Trimmers, Hand",2.22,1.04,2.6,2.7,4.04,3.75,1.3785714285714286,1.6314285714285717,1.9844,2.0013,1.655,1.234
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",2.92,2.35,3.84,3.97,4.07,3.93,2.422142857142857,2.149914285714286,2.8166,3.185114285714285,2.0028571428571427,1.5568
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",3.23,2.84,3.66,4.34,3.32,3.92,2.4732142857142856,2.0507857142857144,2.9378714285714285,3.486828571428571,2.0608,1.1966285714285714
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",2.82,2.53,3.37,3.55,3.51,2.84,2.44,1.8228142857142855,3.0876714285714284,3.280742857142857,1.9449142857142856,1.3672
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",2.15,2.65,3.63,3.13,3.17,3.72,1.8914285714285717,2.6447142857142856,3.0460714285714285,2.2474,1.8914285714285717,1.331714285714286
51-9071.00,Jewelers and Precious Stone and Metal Workers,1.5,1.56,3.53,1.3,3.2,4.64,1.28,1.8844285714285716,2.569628571428572,3.029714285714286,1.75,2.045
51-9071.06,Gem and Diamond Workers,2.57,1.21,4.51,1.4,3.8,3.7,1.625,1.6300428571428571,2.201028571428571,2.0528,1.8571428571428568,1.981142857142857
51-9081.00,Dental Laboratory Technicians,1.97,1.34,3.75,2.69,4.09,4.81,1.9085714285714288,2.4864571428571427,2.8018,2.805528571428572,1.8571428571428568,1.987685714285714
51-9082.00,Medical Appliance Technicians,1.78,2.09,3.21,2.04,3.51,4.39,2.071428571428572,2.120428571428572,2.648028571428571,2.345485714285714,2.0028571428571427,1.7093
51-9083.00,Ophthalmic Laboratory Technicians,3.18,1.63,4.14,3.9,4.18,4.58,1.872228571428572,1.7792714285714284,2.173914285714286,2.304257142857143,1.822857142857143,1.2837714285714286
51-9111.00,Packaging and Filling Machine Operators and Tenders,2.56,2.56,3.97,4.6,4.11,4.44,2.044642857142857,2.3363571428571426,2.8478857142857144,2.342,1.872228571428572,1.1728
51-9123.00,"Painting, Coating, and Decorating Workers",2.19,2.08,2.43,2.31,3.83,2.86,1.36,1.910285714285714,2.4811428571428573,1.2816571428571428,1.7036571428571428,2.097657142857143
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",1.82,2.3,2.73,3.42,4.61,4.23,2.31,2.0792,2.8076857142857143,2.586214285714286,1.9085714285714288,2.2502285714285715
51-9141.00,Semiconductor Processing Technicians,2.83,2.69,3.79,3.49,3.14,3.86,2.31,2.5190714285714284,2.935,3.261000000000001,1.9642857142857144,1.2429142857142856
51-9151.00,Photographic Process Workers and Processing Machine Operators,3.22,2.39,3.25,1.77,3.22,4.01,2.1142857142857143,1.544,1.9299428571428567,2.7634857142857143,1.9842857142857144,1.7857142857142856
51-9161.00,Computer Numerically Controlled Tool Operators,3.26,1.69,4.01,3.94,3.33,4.41,2.729371428571429,2.313771428571428,2.679728571428572,4.126857142857142,2.354914285714286,1.319
51-9162.00,Computer Numerically Controlled Tool Programmers,2.79,1.93,3.97,3.81,2.92,4.2,2.211428571428572,2.212085714285714,2.845471428571429,3.2894857142857146,2.25,1.4032
51-9191.00,Adhesive Bonding Machine Operators and Tenders,2.84,2.92,3.65,4.0,3.73,4.11,2.571428571428571,1.9350714285714288,2.602514285714286,3.530285714285714,1.9449142857142856,1.0806142857142855
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",2.44,2.49,3.07,3.61,3.44,4.09,1.872228571428572,2.4382,3.081042857142857,2.703642857142857,1.8057142857142856,1.4068857142857143
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,2.98,2.58,3.74,3.87,2.4,4.06,2.596342857142857,2.460814285714286,3.0871714285714287,3.52,2.2071428571428573,1.5967428571428572
51-9194.00,Etchers and Engravers,2.28,2.19,3.35,2.69,3.01,4.25,1.9085714285714288,1.9662428571428572,2.196885714285714,2.8144,1.872228571428572,1.4064
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",2.73,2.18,3.49,3.77,4.28,4.11,1.7734857142857143,2.0937142857142854,2.1696,2.5694,1.625,1.2755857142857143
51-9195.03,"Stone Cutters and Carvers, Manufacturing",2.33,1.56,3.32,3.43,4.34,4.23,1.51,2.282057142857143,2.886,3.614857142857143,1.7036571428571428,1.7425714285714284
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",2.42,2.69,3.01,3.51,3.8,3.37,2.02,1.7903142857142855,2.2912428571428576,3.2805714285714287,1.9642857142857144,1.031542857142857
51-9195.05,"Potters, Manufacturing",1.81,1.52,3.86,1.09,3.98,3.0,2.0028571428571427,1.6562285714285716,2.2359714285714283,3.1945857142857146,1.8571428571428568,2.0599285714285718
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",2.36,3.22,3.43,4.11,3.62,4.27,2.1677714285714287,1.9218857142857144,2.7717142857142854,3.4624,1.8571428571428568,1.4038285714285714
51-9197.00,Tire Builders,2.09,2.28,3.75,3.67,4.66,4.15,2.023657142857143,2.2192,2.8413714285714287,3.260342857142857,1.822857142857143,1.6546857142857143
51-9198.00,Helpers--Production Workers,2.62,2.9,3.21,3.87,4.06,4.09,1.625,1.866142857142857,2.116,2.9327428571428573,1.6391999999999998,1.3657142857142857
53-1041.00,Aircraft Cargo Handling Supervisors,2.56,2.67,3.88,2.75,3.14,4.69,1.595,3.1028571428571428,3.0481714285714285,2.583542857142857,2.4522285714285714,2.0450142857142857
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",2.71,1.61,3.54,2.72,2.82,4.52,1.6875,2.446685714285714,3.104457142857143,1.8106142857142855,2.19,2.2799714285714288
53-1042.01,Recycling Coordinators,2.23,1.64,3.25,2.09,2.27,3.69,1.542142857142857,2.717085714285714,2.564742857142857,1.5393142857142856,2.25,2.7316857142857143
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,2.4,2.04,3.62,3.45,2.35,3.97,1.5357142857142858,2.744142857142857,2.5339857142857145,2.3255,2.3392857142857144,1.846857142857143
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",3.58,2.85,3.97,3.4,3.01,4.54,3.523657142857143,4.015257142857143,4.2807,3.743714285714285,2.894285714285714,1.6255428571428572
53-2012.00,Commercial Pilots,2.06,3.09,3.67,1.98,2.68,3.77,3.2935714285714286,4.2574000000000005,4.005542857142857,4.702857142857143,2.782857142857143,2.6327285714285718
53-2021.00,Air Traffic Controllers,3.58,1.29,4.67,2.28,3.52,3.41,2.0028571428571427,3.003742857142857,3.642914285714286,1.4135857142857144,2.821428571428571,1.2063142857142857
53-2022.00,Airfield Operations Specialists,2.61,2.25,4.45,2.13,2.87,4.1,1.822857142857143,3.5021714285714283,3.3478857142857144,2.2119285714285715,2.765714285714286,1.6912000000000005
53-2031.00,Flight Attendants,2.3,4.18,3.8,2.43,3.34,4.46,1.4179428571428572,2.9327428571428573,2.928228571428572,1.3900714285714286,2.3906285714285715,1.2600571428571428
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",2.24,3.39,3.86,1.59,2.98,3.78,1.655,2.2393857142857145,2.8285,1.9045,1.822857142857143,1.9686857142857144
53-3031.00,Driver/Sales Workers,2.13,3.39,4.41,2.25,4.24,4.92,1.4285714285714286,1.939,2.1421714285714284,1.5994857142857144,1.7036571428571428,1.1449714285714283
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,1.79,2.43,3.54,2.93,3.65,4.24,2.225714285714286,2.3807714285714283,2.711542857142857,1.855214285714286,1.9085714285714288,1.2680285714285715
53-3033.00,Light Truck Drivers,2.67,2.11,3.43,2.4,2.76,4.19,1.625,2.1430285714285717,2.624428571428572,2.100714285714286,1.8328571428571427,1.324757142857143
53-3051.00,"Bus Drivers, School",1.67,1.8,2.51,2.62,3.85,3.77,1.8328571428571427,2.073828571428572,3.0652857142857144,1.750857142857143,2.0608,1.191657142857143
53-3052.00,"Bus Drivers, Transit and Intercity",2.27,2.0,3.06,2.73,3.89,3.84,2.1228571428571428,1.9389,2.6131,1.9315,1.7142857142857144,1.142
53-3053.00,Shuttle Drivers and Chauffeurs,1.48,1.88,3.26,2.42,3.33,4.13,1.7208,2.5293,2.648771428571429,1.5573571428571429,2.0028571428571427,1.3107142857142855
53-4011.00,Locomotive Engineers,1.75,3.47,3.61,2.81,3.92,4.38,2.7142857142857144,3.1133428571428574,3.1713714285714283,3.8158428571428575,2.4035714285714285,1.5328
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",1.88,2.88,3.27,2.02,3.85,3.48,2.354914285714286,3.2378,3.1985714285714284,3.7018,2.1677714285714287,1.738257142857143
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",1.8,3.21,3.66,2.73,3.92,4.15,2.1492,2.9668,3.0814285714285714,2.6802,2.1142857142857143,1.1595
53-4031.00,Railroad Conductors and Yardmasters,2.21,2.8,3.68,2.87,3.0,3.41,2.0608,2.301714285714286,2.3727,2.327114285714286,2.571428571428571,1.2591285714285714
53-4041.00,Subway and Streetcar Operators,2.06,2.4,4.0,3.73,4.39,3.82,2.5428571428571427,2.533771428571429,2.786942857142857,2.7177571428571428,2.0028571428571427,1.1009714285714285
53-5011.00,Sailors and Marine Oilers,1.52,3.63,3.42,3.03,3.64,4.0,2.5428571428571427,1.849357142857143,3.312985714285714,3.4813142857142854,2.0028571428571427,1.6294857142857144
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",1.8,2.98,3.57,2.82,3.09,3.98,2.2308,2.583414285714285,3.125714285714285,3.2258714285714287,2.2071428571428573,1.7446285714285716
53-5022.00,Motorboat Operators,2.19,2.02,3.61,2.45,2.63,4.13,2.422142857142857,2.029,3.0271428571428576,3.2757142857142854,2.1492,1.2943428571428572
53-5031.00,Ship Engineers,2.28,4.07,3.86,2.55,2.87,3.81,2.596342857142857,2.6751571428571426,3.1741714285714284,3.5813428571428574,2.4035714285714285,1.839742857142857
53-6011.00,Bridge and Lock Tenders,2.89,1.8,3.53,2.26,2.6,3.1,1.8571428571428568,1.8394285714285716,2.2272857142857143,3.0215,1.9642857142857144,1.3012857142857142
53-6021.00,Parking Attendants,2.59,1.37,3.17,2.23,3.79,2.99,1.335714285714286,1.5511285714285714,1.6435,1.629,1.595,1.1122
53-6031.00,Automotive and Watercraft Service Attendants,1.68,2.99,2.68,2.15,3.79,4.6,1.5300000000000002,2.0831142857142857,2.2196571428571428,2.9321714285714284,1.595,1.3762
53-6041.00,Traffic Technicians,2.57,1.61,3.82,2.08,3.13,4.23,1.7385714285714284,2.2830714285714286,2.577371428571429,1.9314142857142853,1.9449142857142856,1.2808857142857142
53-6051.00,Transportation Inspectors,2.17,3.26,3.43,1.71,2.1,3.78,1.655,3.1919857142857144,3.1916571428571427,1.2633142857142856,2.1492,1.4217142857142857
53-6051.01,Aviation Inspectors,2.57,3.69,4.35,1.54,3.17,4.11,2.571428571428571,4.052785714285715,3.3769285714285715,1.6981714285714289,2.1492,1.6104714285714286
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",1.77,2.7,3.27,2.93,3.08,4.24,2.0028571428571427,2.4265428571428576,1.673157142857143,2.0034,1.7734857142857143,1.1636285714285717
53-6061.00,Passenger Attendants,2.06,1.82,2.42,1.37,2.72,2.92,1.51,1.1872,1.5391714285714286,1.0847714285714285,2.044642857142857,1.1367142857142858
53-7011.00,Conveyor Operators and Tenders,2.62,2.15,3.0,4.58,2.97,4.05,2.7142857142857144,2.1952,2.9337,3.1195,2.0608,1.4393714285714283
53-7021.00,Crane and Tower Operators,2.13,2.82,2.96,3.77,3.61,3.8,2.2767857142857144,2.525714285714286,2.8465714285714285,3.4384857142857137,1.9085714285714288,1.4205142857142856
53-7031.00,Dredge Operators,3.0,2.13,2.41,2.35,3.8,3.01,2.2928571428571427,1.7021857142857142,2.155,3.0441285714285717,1.7734857142857143,1.3218285714285714
53-7041.00,Hoist and Winch Operators,2.58,4.2,3.37,4.32,4.56,4.75,2.1228571428571428,1.5689285714285712,3.0967857142857143,3.409142857142857,1.980628571428572,2.023257142857142
53-7051.00,Industrial Truck and Tractor Operators,1.98,2.96,2.97,3.64,4.2,4.49,1.9257142857142855,2.355,2.614514285714286,2.373428571428571,1.655,1.7593714285714286
53-7061.00,Cleaners of Vehicles and Equipment,1.65,3.12,3.12,1.95,4.43,4.2,1.8057142857142856,1.7333714285714286,2.140485714285714,2.133657142857143,1.5625,1.8589285714285717
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",2.05,3.39,4.06,3.29,3.91,3.74,1.5785714285714287,1.7680000000000002,1.555342857142857,1.414,1.5300000000000002,1.1432571428571427
53-7062.04,Recycling and Reclamation Workers,2.07,2.49,2.63,3.12,4.02,3.5,1.8328571428571427,1.6093857142857142,2.3811142857142857,3.004342857142857,1.8328571428571427,1.7346857142857144
53-7063.00,Machine Feeders and Offbearers,2.89,1.92,3.18,4.11,3.68,3.71,2.1492,1.7000000000000002,1.8848285714285715,2.8204,1.822857142857143,1.1248571428571428
53-7064.00,"Packers and Packagers, Hand",2.12,1.65,3.87,3.04,3.88,4.22,1.24,1.9548,2.9382857142857146,2.0434,1.605714285714286,1.534857142857143
53-7065.00,Stockers and Order Fillers,1.98,1.7,3.68,1.47,3.46,3.44,1.3125,1.4542857142857144,1.8178,1.5643000000000002,1.7036571428571428,1.4834285714285715
53-7071.00,Gas Compressor and Gas Pumping Station Operators,2.77,2.81,3.74,3.61,2.49,3.76,2.662857142857143,3.013128571428571,3.288685714285714,3.943428571428572,1.9085714285714288,1.884128571428572
