O*NET-SOC Code,Title,Contact With Others,Coordinate or Lead Others in Accomplishing Work Activities,Deal With External Customers or the Public in General,"Dealing With Unpleasant, Angry, or Discourteous People",Dealing with Violent or Physically Aggressive People,Face-to-Face Discussions with Individuals and Within Teams,Public Speaking,Telephone Conversations,Work With or Contribute to a Work Group or Team,Physical Proximity,"Communicating with Supervisors, Peers, or Subordinates ",Speaking ,Oral Expression ,Social Perceptiveness ,Establishing and Maintaining Interpersonal Relationships ,Interpreting the Meaning of Information for Others ,Assisting and Caring for Others ,Developing and Building Teams ,Service Orientation ,"Guiding, Directing, and Motivating Subordinates ",Coaching and Developing Others ,Training and Teaching Others ,Selling or Influencing Others ,Performing for or Working Directly with the Public ,Resolving Conflicts and Negotiating with Others ,Negotiation ,Persuasion ,Active Listening ,Coordinating the Work and Activities of Others ,Communicating with People Outside the Organization ,Providing Consultation and Advice to Others ,Instructing ,Management of Personnel Resources 
19-2032.00,Materials Scientists,3.81,3.48,3.05,2.05,1.33,4.48,2.67,4.29,4.05,3.0,3.04,2.6185714285714288,3.142857142857143,1.8571428571428568,2.503128571428572,3.1492857142857145,1.2947714285714285,2.230057142857143,1.6875,2.2960000000000003,2.2670714285714286,2.5198857142857145,1.5066285714285717,1.2514285714285711,1.5434,1.6063428571428573,1.9449142857142856,2.765714285714286,2.1567857142857143,2.853742857142857,2.1567857142857143,1.837942857142857,1.6428571428571428
19-2041.00,"Environmental Scientists and Specialists, Including Health",4.05,3.46,4.18,2.56,1.18,4.62,2.53,4.69,4.35,2.77,3.594028571428572,2.765714285714286,3.091428571428572,2.06,3.3048,2.905042857142857,1.2063142857142857,1.991742857142857,1.8914285714285717,2.1187142857142858,2.2270714285714286,2.0986857142857143,1.531214285714286,2.071085714285714,2.394057142857143,1.8571428571428568,1.8571428571428568,2.821428571428571,2.0304,3.732871428571429,2.7604,2.1357142857142857,1.9449142857142856
19-2041.01,Climate Change Policy Analysts,4.13,3.65,3.13,1.96,1.09,4.59,2.74,4.55,4.48,2.43,3.4214285714285717,2.748571428571428,2.821428571428571,2.096342857142857,3.284342857142857,3.2494,1.1777285714285717,2.0385,1.8914285714285717,1.9856,1.8967,1.941357142857143,2.036,1.6578,1.9751285714285716,1.8571428571428568,2.096342857142857,2.662857142857143,2.1714285714285717,3.765085714285714,2.492714285714285,1.9842857142857144,1.7200000000000002
19-2041.02,Environmental Restoration Planners,4.18,3.68,3.55,2.32,1.23,4.64,2.59,4.64,4.67,2.86,3.4059,2.6950857142857143,2.928571428571429,2.0608,3.242,3.145342857142857,1.3791857142857142,2.661785714285714,1.9842857142857144,2.2670714285714286,2.167828571428571,2.297142857142857,1.7982714285714283,2.4261142857142857,2.824428571428572,1.9449142857142856,1.8914285714285717,2.6950857142857143,3.257,3.5688571428571425,2.812857142857143,1.8057142857142856,1.7734857142857143
19-2041.03,Industrial Ecologists,3.57,3.09,2.65,2.0,1.17,4.38,2.78,4.23,3.91,2.59,2.8357142857142854,2.7142857142857144,2.954285714285714,1.9842857142857144,2.205714285714285,3.145342857142857,1.0846857142857145,2.0520571428571426,1.7200000000000002,1.8874,1.881571428571429,2.363714285714286,1.7472142857142856,1.6427428571428573,1.6925285714285716,1.6063428571428573,1.8914285714285717,2.7142857142857144,1.8973428571428568,2.9572142857142856,3.0064285714285712,2.0342857142857143,1.8571428571428568
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",3.75,3.22,2.91,2.25,1.28,4.53,2.91,4.12,4.0,2.56,3.5182857142857142,2.877142857142857,3.142857142857143,1.8914285714285717,2.9131428571428573,3.233542857142857,1.2619142857142855,2.110642857142857,1.5785714285714287,2.3456,2.372142857142857,3.1229714285714287,1.6101714285714286,2.025142857142857,1.9179285714285716,1.6063428571428573,1.7734857142857143,2.748571428571428,2.495371428571429,3.211428571428572,2.794942857142857,1.8571428571428568,1.6063428571428573
19-2043.00,Hydrologists,3.91,3.22,3.04,1.83,1.27,4.55,2.39,4.39,4.22,2.57,3.2414285714285715,2.6185714285714288,3.091428571428572,1.8571428571428568,2.7982,3.521285714285713,1.2418,2.2583571428571427,1.7734857142857143,2.5010857142857144,2.3585000000000003,2.4301,1.6532142857142855,1.8832,1.862242857142857,1.8057142857142856,1.9285714285714288,2.645714285714285,2.534,3.063285714285714,2.607142857142857,1.8914285714285717,1.7200000000000002
19-2099.01,Remote Sensing Scientists and Technologists,3.64,3.21,2.84,1.92,1.04,4.21,2.56,4.38,4.25,2.79,3.3005142857142857,2.748571428571428,3.0357142857142856,1.8057142857142856,2.6272,3.3990857142857145,1.124342857142857,2.3037714285714284,1.7734857142857143,2.3172571428571427,2.2096,2.703314285714286,1.4109714285714283,1.503085714285714,1.6948571428571428,1.5614285714285714,1.6665142857142858,2.645714285714285,2.2697142857142856,2.8029714285714284,2.5488,1.9657142857142855,1.8057142857142856
19-3011.00,Economists,3.5,3.21,2.79,1.83,1.12,4.43,3.04,4.42,3.78,2.5,3.659228571428572,2.877142857142857,3.091428571428572,1.8571428571428568,2.6767000000000003,3.9064,1.1314,1.9292571428571428,1.8571428571428568,2.2385714285714284,2.5048571428571424,2.9571428571428573,1.7516285714285715,1.6328285714285715,1.9028571428571428,1.4464285714285716,2.0,2.7142857142857144,1.97,3.7714857142857134,2.8357142857142854,2.0028571428571427,1.51
19-3011.01,Environmental Economists,2.85,2.58,2.44,1.74,1.07,4.08,2.93,3.56,3.22,2.26,3.109157142857143,2.4714285714285715,3.091428571428572,1.8914285714285717,2.102857142857143,3.4790857142857146,1.0837,1.4463142857142857,1.7200000000000002,1.6042857142857143,1.8755571428571427,3.192228571428571,1.2233285714285715,1.4255,1.263185714285714,1.5892857142857142,1.9285714285714288,2.821428571428571,1.4542857142857144,2.95,2.483028571428571,2.125,1.6063428571428573
19-3022.00,Survey Researchers,3.92,3.81,4.0,2.44,1.08,4.38,2.35,4.35,4.46,2.46,3.366742857142857,2.9732142857142856,3.005714285714286,2.023657142857143,3.1312,3.454128571428571,1.3417142857142856,2.4190000000000005,1.9449142857142856,2.5028,2.4586,2.559057142857143,1.479085714285714,1.7392,1.8946571428571424,1.7385714285714284,1.8571428571428568,3.0335714285714284,2.684285714285714,3.537857142857143,2.8714285714285714,1.8914285714285717,1.8571428571428568
19-3032.00,Industrial-Organizational Psychologists,4.23,4.12,3.23,2.35,1.12,4.76,3.08,4.56,4.5,2.77,4.054514285714286,3.0592,3.3563428571428573,2.6950857142857143,4.057599999999999,3.746028571428571,1.5152571428571429,2.860457142857143,2.19,2.8125714285714287,3.646514285714286,3.537028571428572,2.464,1.3328000000000002,2.673142857142857,2.044642857142857,2.524285714285714,3.2308,2.701142857142857,3.271314285714286,4.491428571428571,2.4522285714285714,2.36
19-3033.00,Clinical and Counseling Psychologists,4.52,2.56,3.44,3.48,2.28,4.8,2.44,4.4,3.08,3.44,2.807142857142857,2.894285714285714,3.585714285714286,3.414285714285714,4.112228571428571,3.0742857142857143,3.982857142857142,1.96,2.524285714285714,2.0205714285714285,2.7586142857142857,2.8144,1.3877714285714284,2.308114285714286,3.0690285714285714,1.9449142857142856,2.3392857142857144,3.265714285714286,1.6061714285714286,2.258971428571429,3.2326857142857146,2.205357142857143,1.75
19-3034.00,School Psychologists,4.38,3.46,3.65,2.88,2.38,4.84,2.22,4.25,4.57,3.23,3.315785714285714,2.9732142857142856,3.2935714285714286,3.142857142857143,3.410728571428572,2.695428571428571,2.3923428571428573,2.145,2.524285714285714,1.6557142857142857,2.0013428571428573,2.078342857142857,1.1668571428571428,1.2634857142857143,2.09,2.1492,2.25,3.172857142857143,1.8775,2.6008571428571425,2.3056,2.125,1.7200000000000002
19-3039.02,Neuropsychologists,3.92,2.6,3.44,2.84,2.04,4.48,2.28,4.32,3.2,3.75,2.818514285714285,3.205357142857143,3.625,3.1750857142857143,3.3990857142857145,3.725942857142857,3.474057142857144,1.6640285714285716,2.4971428571428573,1.9346285714285716,2.235657142857143,3.020571428571429,1.2162285714285714,2.4105142857142856,2.020342857142857,1.822857142857143,2.125,3.31,1.8976,3.136685714285714,2.9789714285714286,2.3192,1.7734857142857143
19-3039.03,Clinical Neuropsychologists,4.29,2.75,4.21,2.92,2.04,4.91,2.33,4.13,3.65,3.58,3.4863000000000004,2.7142857142857144,3.375,3.1750857142857143,3.469257142857143,4.313542857142858,3.589257142857143,1.8121142857142856,2.571428571428571,2.441628571428572,2.5695428571428574,3.5588285714285712,1.2509714285714286,2.5603571428571428,2.0612000000000004,2.0,2.3192,3.172857142857143,1.9052285714285715,3.359385714285714,3.4157714285714285,2.3192,1.8125
19-3041.00,Sociologists,3.65,3.16,2.65,2.74,1.65,4.5,3.75,3.74,3.42,2.95,3.2335714285714285,3.0592,3.321428571428572,2.8020571428571426,3.1542857142857144,4.206785714285715,1.5592857142857142,1.9117857142857144,1.8571428571428568,2.1567857142857143,2.4625000000000004,3.6399999999999992,1.4373285714285715,2.2358571428571423,1.981857142857143,1.7200000000000002,1.8057142857142856,3.0592,2.5442857142857145,3.278571428571428,2.388285714285714,2.4035714285714285,1.8057142857142856
19-3051.00,Urban and Regional Planners,4.04,3.83,4.28,3.0,1.46,4.88,3.28,4.76,4.44,2.8,3.7243428571428576,2.894285714285714,3.0592,2.4035714285714285,3.7552,3.1741714285714284,1.3584,3.037857142857143,1.9642857142857144,2.508571428571429,2.248,2.0416,2.0957714285714286,3.2957714285714284,3.6660571428571433,2.1492,2.1357142857142857,2.9522285714285714,3.2352000000000003,4.065142857142857,2.7700571428571426,1.822857142857143,1.8914285714285717
19-3091.00,Anthropologists and Archeologists,4.0,3.05,3.15,2.53,1.5,4.29,3.5,3.76,3.44,3.05,3.1132142857142857,3.205357142857143,3.4722285714285714,2.023657142857143,3.8475,3.725,1.3857142857142857,2.017857142857143,1.595,2.305357142857143,2.661785714285714,3.507142857142857,1.4375,2.357142857142857,2.235,1.6364285714285711,1.8057142857142856,2.9522285714285714,2.3975,3.4442857142857144,2.5267857142857144,2.1635714285714283,1.8571428571428568
19-3092.00,Geographers,3.4,3.05,3.1,2.2,1.15,4.3,3.0,3.9,3.75,2.7,3.322857142857143,2.877142857142857,3.142857142857143,1.8571428571428568,2.8857142857142857,3.3314285714285714,1.36,1.7965000000000002,1.822857142857143,1.664285714285714,1.9642857142857144,2.730114285714286,1.2578571428571428,2.482,1.837857142857143,1.6875,1.6364285714285711,2.6185714285714288,2.1142857142857143,2.6075714285714287,2.197857142857143,2.06,1.5357142857142858
19-3093.00,Historians,4.04,3.77,4.2,2.63,1.16,4.39,2.64,3.46,4.4,2.48,2.673357142857143,2.765714285714286,3.091428571428572,1.9449142857142856,2.8711,2.5633428571428576,1.1661,1.6251142857142855,1.4435714285714285,1.2751571428571429,1.3828,1.5244,1.5053714285714286,1.8652,1.6711714285714283,1.51,1.7200000000000002,2.7142857142857144,1.862228571428572,3.028342857142857,1.8027,1.9842857142857144,1.5357142857142858
19-3094.00,Political Scientists,3.92,2.83,2.62,2.72,1.19,4.5,4.19,3.72,3.08,2.32,3.4157714285714285,3.117142857142857,3.1750857142857143,2.4732142857142856,2.6884,3.801657142857143,1.4975714285714286,1.6512,1.822857142857143,1.988342857142857,2.517942857142857,3.9082857142857135,1.3328,1.6921428571428572,1.7671428571428571,1.75,1.8057142857142856,3.0592,1.9378285714285712,3.2230000000000003,2.6763142857142856,2.25,1.32
19-3099.01,Transportation Planners,3.95,3.75,3.8,2.32,1.22,4.78,2.75,4.74,4.5,2.55,3.367857142857143,2.765714285714286,2.765714285714286,1.8571428571428568,3.4835714285714285,3.464642857142857,1.5142857142857142,2.7875,1.8571428571428568,2.5892857142857144,2.608357142857143,2.314285714285714,2.4457142857142857,2.371428571428571,2.935,1.8571428571428568,1.9657142857142855,2.765714285714286,2.760357142857143,3.632142857142856,3.1,1.7734857142857143,1.6875
19-4012.00,Agricultural Technicians,3.95,3.8,2.86,2.26,1.08,4.6,1.81,3.55,3.83,3.16,2.488,1.8571428571428568,2.571428571428571,1.7734857142857143,2.460714285714286,1.6005571428571428,1.5029714285714286,1.3424285714285715,1.6364285714285711,1.624142857142857,1.4042285714285714,1.6994285714285713,1.1373142857142855,1.5032,1.5128999999999997,1.51,1.5357142857142858,2.044642857142857,1.6301285714285711,1.7942857142857145,1.64,1.8571428571428568,1.75
19-4012.01,Precision Agriculture Technicians,4.35,3.35,4.09,2.39,1.22,4.48,2.43,4.86,4.14,3.35,2.7835,2.375,2.645714285714285,1.75,2.788828571428572,2.4756428571428573,1.8895142857142857,1.9703,1.78,1.886242857142857,2.2049714285714286,2.352057142857143,2.578642857142857,2.0659,2.0121571428571428,1.6063428571428573,1.75,2.524285714285714,1.8757857142857144,2.8732571428571427,2.636842857142857,1.7200000000000002,1.3785714285714286
19-4013.00,Food Science Technicians,4.56,3.65,1.79,2.02,1.0,4.93,2.0,4.04,4.58,3.47,2.9154,2.2071428571428573,2.571428571428571,1.7734857142857143,2.104385714285714,1.6549285714285715,1.9267714285714288,1.8712857142857144,1.3785714285714286,2.0360285714285715,2.4472,2.8244285714285717,1.375142857142857,1.2756,1.8558714285714288,1.2857142857142856,1.25,2.1142857142857143,2.326,1.4554,1.6891142857142856,1.8571428571428568,1.6063428571428573
19-4021.00,Biological Technicians,4.15,3.09,1.91,1.58,1.09,4.82,2.3,3.0,3.94,3.02,2.664542857142857,2.205357142857143,2.571428571428571,1.6875,2.1875285714285715,1.974885714285714,1.1562142857142856,1.3002571428571428,1.3785714285714286,1.2218714285714285,1.2392,1.923142857142857,1.0092285714285714,1.5635,1.2793857142857143,1.1734857142857142,1.302857142857143,2.4732142857142856,1.5464571428571428,1.5282142857142855,1.3520285714285714,1.4928571428571429,1.3392000000000002
19-4031.00,Chemical Technicians,3.9,3.65,2.64,2.71,1.29,4.99,1.86,3.33,4.57,3.02,3.052,2.1492,2.542057142857143,1.7734857142857143,1.931914285714286,1.7967,1.5302857142857142,1.557514285714286,1.6875,1.3206285714285717,1.5259428571428573,2.167714285714286,1.1338857142857144,1.1071857142857142,1.296957142857143,1.6063428571428573,1.5207142857142857,2.596342857142857,2.0075000000000003,1.5051428571428571,1.8602,1.8914285714285717,1.5357142857142858
19-4042.00,"Environmental Science and Protection Technicians, Including Health",3.91,3.27,3.82,2.64,1.41,4.36,2.45,4.64,3.82,3.05,2.9175000000000004,2.645714285714285,2.765714285714286,1.8914285714285717,2.951714285714286,2.2359857142857145,1.3566571428571428,1.999,1.8571428571428568,1.7435999999999998,2.1714285714285717,2.1403142857142856,1.5206857142857144,2.2627714285714284,2.235785714285714,1.7200000000000002,1.8057142857142856,2.645714285714285,2.1800571428571427,2.4823000000000004,2.1977857142857142,1.837942857142857,1.5914285714285714
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",3.59,3.2,2.73,2.3,1.4,4.49,1.8,4.27,4.0,2.75,2.600071428571429,1.9285714285714288,2.3192,1.7036571428571428,2.272857142857143,1.9529714285714288,1.2405142857142857,1.3733142857142857,1.5357142857142858,1.3159,1.632,1.5668571428571427,1.243142857142857,1.2185,1.2729142857142857,1.4691999999999998,1.6942857142857144,2.06,1.5986,1.7425142857142857,1.5614285714285714,1.6063428571428573,1.51
19-4051.00,Nuclear Technicians,4.33,4.03,1.74,2.62,1.22,5.0,2.56,4.77,4.83,3.89,3.31,2.125,2.4971428571428573,1.9285714285714288,2.017085714285715,1.8691428571428568,1.3430285714285717,1.6214285714285717,1.6875,1.512457142857143,1.9741,2.5483571428571428,1.0520714285714283,1.1368,1.3834285714285717,1.6063428571428573,1.7734857142857143,2.4035714285714285,1.9314285714285715,1.585714285714286,1.5530714285714289,1.8914285714285717,1.5165142857142857
19-4051.02,Nuclear Monitoring Technicians,4.4,4.14,2.76,2.8,1.27,4.98,2.87,4.84,4.61,3.8,3.363314285714285,2.2071428571428573,2.7142857142857144,1.822857142857143,2.465457142857143,2.3482857142857143,1.9715,1.9446571428571429,1.7385714285714284,1.5451,2.2214285714285715,1.987457142857143,1.3291428571428572,1.1956285714285717,1.7280285714285717,1.6875,1.7385714285714284,2.596342857142857,2.3124,1.7488,2.038,1.9642857142857144,1.6875
19-4061.00,Social Science Research Assistants,3.67,3.08,2.66,1.93,1.14,4.28,1.85,3.36,4.15,2.87,3.3060571428571426,2.275,2.821428571428571,1.7734857142857143,2.4373428571428573,2.7875714285714284,1.2403,1.5828571428571427,1.4928571428571429,1.512142857142857,1.6216,2.0863,1.3759142857142856,1.6422,1.468,1.4691999999999998,1.5357142857142858,2.6185714285714288,1.9793714285714288,2.3959,1.784157142857143,1.6665142857142858,1.4691999999999998
19-4071.00,Forest and Conservation Technicians,4.41,3.91,3.83,3.09,1.54,4.98,2.76,4.56,4.87,3.7,3.096742857142857,2.125,2.524285714285714,1.9449142857142856,3.2815000000000003,2.146742857142857,1.9927857142857144,2.4763,1.822857142857143,2.317571428571428,2.4115714285714285,2.486928571428571,1.4821428571428572,2.325,2.6247142857142856,1.4249999999999998,1.837942857142857,2.4732142857142856,3.010228571428572,2.7081142857142857,2.3344571428571426,1.9085714285714288,1.837942857142857
19-4092.00,Forensic Science Technicians,4.2,3.78,4.33,3.17,2.62,4.79,3.2,4.21,4.11,3.94,2.9890000000000003,2.765714285714286,2.98,2.044642857142857,2.763,2.687542857142857,1.854,1.697142857142857,1.8571428571428568,1.408,2.005428571428572,1.878542857142857,1.0658,2.662857142857143,1.573257142857143,1.4435714285714285,1.6875,2.765714285714286,1.7367142857142857,2.8392,1.7921285714285715,1.845,1.6942857142857144
19-4099.01,Quality Control Analysts,3.98,3.0,2.16,2.52,1.32,4.48,2.1,3.34,3.72,3.4,2.465714285714286,2.096342857142857,2.571428571428571,1.8571428571428568,1.6494428571428572,1.88,1.2418428571428572,1.206357142857143,1.7200000000000002,1.1669285714285715,1.4435714285714285,1.9339428571428567,1.0276571428571428,1.0092857142857143,1.3364571428571428,1.5165142857142857,1.4464285714285716,2.275,1.4031,1.0904,1.3276,1.6942857142857144,1.2514285714285711
19-4099.03,Remote Sensing Technicians,4.04,3.34,2.56,2.22,1.0,4.51,1.24,3.8,4.14,2.92,2.9694285714285718,2.2928571428571427,2.684285714285714,1.7385714285714284,2.635628571428572,2.2903,1.1550571428571428,1.7032142857142856,1.5614285714285714,1.7358571428571428,1.7239428571428572,2.1432571428571427,1.496414285714286,1.2517428571428573,1.6700714285714289,1.5357142857142858,1.6171428571428572,2.275,2.1833714285714283,2.5722142857142853,2.009114285714286,1.7521428571428572,1.5785714285714287
19-5011.00,Occupational Health and Safety Specialists,4.26,3.87,3.13,2.7,1.65,4.59,2.91,4.61,4.17,3.87,3.323,2.7142857142857144,2.928571428571429,2.4732142857142856,3.2759571428571426,2.8231,2.3685,2.527428571428572,1.8571428571428568,2.416714285714286,2.839714285714286,3.1206,2.6272,1.6807999999999998,2.696,1.7734857142857143,2.096342857142857,2.7142857142857144,2.7764571428571427,2.9874285714285715,3.3519714285714284,2.086428571428572,1.6428571428571428
19-5012.00,Occupational Health and Safety Technicians,4.43,3.7,3.62,2.7,1.52,4.63,3.0,4.8,4.35,3.6,3.7948,2.5428571428571427,2.645714285714285,1.9449142857142856,3.144314285714286,2.5377142857142854,2.454528571428572,2.6056857142857144,1.8571428571428568,2.427957142857143,2.6768,3.2032,2.3712142857142857,1.6230714285714285,2.8739285714285714,1.9085714285714288,1.9449142857142856,2.7142857142857144,2.4912,2.6448,3.063342857142857,1.8571428571428568,1.4906285714285716
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,4.93,3.92,4.1,3.94,3.4,4.81,3.47,4.92,4.68,3.27,2.571142857142857,2.9732142857142856,3.117142857142857,3.2285714285714286,3.1305285714285715,2.0182857142857147,3.4566,2.5562857142857145,2.645714285714285,1.73,2.5048000000000004,2.2912428571428576,2.129371428571429,2.8020571428571426,3.2218,2.044642857142857,2.5428571428571427,3.0335714285714284,2.525,2.950171428571429,2.744,2.105,1.8571428571428568
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",4.87,4.6,4.09,3.76,2.03,4.98,2.69,4.95,4.85,3.42,3.775,2.782857142857143,3.0335714285714284,3.1750857142857143,3.9786,2.617142857142857,2.655742857142857,2.0520571428571426,2.7142857142857144,1.7425142857142857,2.564985714285714,2.2800571428571432,1.5337857142857143,2.837214285714286,2.616914285714286,2.0608,2.4035714285714285,2.989371428571429,2.0379571428571426,3.096371428571429,3.404628571428572,2.354914285714286,1.8057142857142856
21-1013.00,Marriage and Family Therapists,4.66,3.04,3.68,3.75,2.72,4.96,1.71,4.46,3.55,2.88,3.214771428571429,2.9732142857142856,3.265714285714286,3.7764285714285712,3.3944000000000005,2.240942857142857,3.9468,1.5905714285714283,2.821428571428571,1.2863571428571428,2.678857142857143,1.8354142857142857,1.389571428571429,2.424314285714286,3.182771428571429,2.4035714285714285,2.4035714285714285,3.7714285714285714,1.7431428571428569,2.6840714285714284,2.1750857142857143,2.2928571428571427,1.8571428571428568
